wit-bindgen-rust-macro	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-component	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-parser	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
witx	Apache-2.0
write16	Apache-2.0 OR MIT
writeable	Unicode-3.0
wstd	Apache-2.0 WITH LLVM-exception
wstd-macro	Apache-2.0 WITH LLVM-exception
wyhash	Public Domain
x11rb	MIT OR Apache-2.0
x11rb-protocol	MIT OR Apache-2.0
xattr	MIT OR Apache-2.0
xdg	Apache-2.0 OR MIT
xi-unicode	Apache-2.0
xsimd	BSD 3-clause
xxHash	BSD
xz	LGPL
yaml-cpp	MIT
yaml-rust	MIT/Apache-2.0
yansi	MIT OR Apache-2.0
yoke	Unicode-3.0
yoke-derive	Unicode-3.0
z85	MIT/Apache-2.0
zerocopy	BSD-2-Clause OR Apache-2.0 OR MIT
zerocopy-derive	BSD-2-Clause OR Apache-2.0 OR MIT
zerofrom	Unicode-3.0
zerofrom-derive	Unicode-3.0
zeroize	Apache-2.0 OR MIT
zerotrie	Unicode-3.0
zerovec	Unicode-3.0
zerovec-derive	Unicode-3.0
zip	MIT
zlib-ng	zLib
zlib-rs	Zlib
zmij	MIT
zstd	BSD
zstd	MIT
zstd-safe	MIT OR Apache-2.0
zstd-safe	MIT/Apache-2.0
zstd-sys	MIT/Apache-2.0
zxc	BSD
